,Sno,MovieName,Director1,Director2,Director3,Duration,Year,Ratings,Metascore
1007,"1,008",Run Hide Fight,Kyle Rankin,,,109,2020,6.3,13
1008,"1,009",Tomb Raider,Roar Uthaug,,,119,2018,6.3,48
1009,"1,010",Polar,Jonas Åkerlund,,,118,2019,6.3,19
1010,"1,011",Ghost in the Shell,Rupert Sanders,,,107,2017,6.3,52
1011,"1,012",Terminator 3: Rise of the Machines,Jonathan Mostow,,,109,2003,6.3,66
1012,"1,013",Waterworld,Kevin Reynolds,,,177,1995,6.3,56
1013,"1,014",The Bodyguard,Mick Jackson,,,129,1992,6.3,39
1014,"1,015",Central Intelligence,Rawson Marshall Thurber,,,107,2016,6.3,52
1015,"1,016",White House Down,Roland Emmerich,,,131,2013,6.3,52
1016,"1,017",Every Which Way But Loose,James Fargo,,,114,1978,6.3,41
1017,"1,018",Spectral,Nic Mathieu,,,107,2016,6.3,
1018,"1,019",Maze Runner: The Scorch Trials,Wes Ball,,,131,2015,6.3,43
1019,"1,020",Miss Congeniality,Donald Petrie,,,109,2000,6.3,43
1020,"1,021",A View to a Kill,John Glen,,,131,1985,6.3,40
1021,"1,022",Bright,David Ayer,,,117,2017,6.3,29
1022,"1,023",Unlocked,Michael Apted,,,98,2017,6.3,46
1023,"1,024",The Angry Birds Movie,Clay Kaytis,Fergal Reilly,,97,2016,6.3,43
1024,"1,025",Predator 2,Stephen Hopkins,,,108,1990,6.3,46
1025,"1,026",Criminal,Ariel Vromen,,,113,2016,6.3,36
1026,"1,027",My Spy,Peter Segal,,,99,2020,6.3,46
1027,"1,028",Jack the Giant Slayer,Bryan Singer,,,114,2013,6.3,51
1028,"1,029",The Collector,Marcus Dunstan,,,90,2009,6.3,29
1029,"1,030",Transporter 2,Louis Leterrier,,,87,2005,6.3,56
1030,"1,031",Scouts Guide to the Zombie Apocalypse,Christopher Landon,,,93,2015,6.3,32
1031,"1,032",Guns Akimbo,Jason Howden,,,98,2019,6.3,42
1032,"1,033",Once Upon a Time in Mexico,Robert Rodriguez,,,102,2003,6.3,56
1033,"1,034",Beowulf,Robert Zemeckis,,,115,2007,6.3,59
1034,"1,035",Sand Castle,Fernando Coimbra,,,113,2017,6.3,45
1035,"1,036",Death Wish,Eli Roth,,,107,2018,6.3,31
1036,"1,037",The Take,James Watkins,,,92,2016,6.3,48
1037,"1,038",The Commuter,Jaume Collet-Serra,,,104,2018,6.3,56
1038,"1,039",The Dead Pool,Buddy Van Horn,,,91,1988,6.3,46
1039,"1,040",#Alive,Il Cho,,,98,2020,6.3,
1040,"1,041",The Black Cauldron,Ted Berman,Richard Rich,,80,1985,6.3,59
1041,"1,042",Surrogates,Jonathan Mostow,,,89,2009,6.3,45
1042,"1,043",Revolver,Guy Ritchie,,,111,2005,6.3,25
1043,"1,044",Ninja Assassin,James McTeigue,,,99,2009,6.3,34
1044,"1,045",Osmosis Jones,Bobby Farrelly,Peter Farrelly,,95,2001,6.3,57
1045,"1,046",The American,Anton Corbijn,,,105,2010,6.3,61
1046,"1,047",Triple 9,John Hillcoat,,,115,2016,6.3,52
1047,"1,048",Paycheck,John Woo,,,119,2003,6.3,43
1048,"1,049",This Means War,McG,,,103,2012,6.3,31
1049,"1,050",Entrapment,Jon Amiel,,,113,1999,6.3,54
1050,"1,051",Underworld: Awakening,Måns Mårlind,Björn Stein,,88,2012,6.3,39
1051,"1,052",Blue Streak,Les Mayfield,,,93,1999,6.3,46
1052,"1,053",Johnny English Reborn,Oliver Parker,,,101,2011,6.3,46
1053,"1,054",Centurion,Neil Marshall,,,97,2010,6.3,62
1054,"1,055",Mr. Right,Paco Cabezas,,,95,2015,6.3,52
1055,"1,056",Free Fire,Ben Wheatley,,,91,2016,6.3,63
1056,"1,057",Repo Men,Miguel Sapochnik,,,111,2010,6.3,32
1057,"1,058",Risen,Kevin Reynolds,,,107,2016,6.3,51
1058,"1,059",The November Man,Roger Donaldson,,,108,2014,6.3,38
1059,"1,060",Assassins,Richard Donner,,,133,1995,6.3,
1060,"1,061",Escape from the Planet of the Apes,Don Taylor,,,98,1971,6.3,69
1061,"1,062",Nick of Time,John Badham,,,90,1995,6.3,
1062,"1,063",Assault on Precinct 13,Jean-François Richet,,,109,2005,6.3,54
1063,"1,064",7500,Patrick Vollrath,,,93,2019,6.3,58
1064,"1,065",Proof of Life,Taylor Hackford,,,135,2000,6.3,45
1065,"1,066",Formula 51,Ronny Yu,,,93,2001,6.3,23
1066,"1,067",ARQ,Tony Elliott,,,88,2016,6.3,
1067,"1,068",Charlie Countryman,Fredrik Bond,,,103,2013,6.3,31
1068,"1,069",Toofaan,Rakeysh Omprakash Mehra,,,163,2021,6.3,
1069,"1,070",Fast X,Louis Leterrier,,,141,2023,6.2,55
1070,"1,071",Thor: Love and Thunder,Taika Waititi,,,118,2022,6.2,57
1071,"1,072",Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,,,122,2008,6.2,65
1072,"1,073",Kindergarten Cop,Ivan Reitman,,,111,1990,6.2,61
1073,"1,074",Mad Max Beyond Thunderdome,George Miller,George Ogilvie,,107,1985,6.2,71
1074,"1,075",Terminator: Dark Fate,Tim Miller,,,128,2019,6.2,54
1075,"1,076",Pearl Harbor,Michael Bay,,,183,2001,6.2,44
1076,"1,077",Transformers: Dark of the Moon,Michael Bay,,,154,2011,6.2,42
1077,"1,078",The Legend of Tarzan,David Yates,,,110,2016,6.2,44
1078,"1,079",Men in Black II,Barry Sonnenfeld,,,88,2002,6.2,49
1079,"1,080",The Karate Kid,Harald Zwart,,,140,2010,6.2,61
1080,"1,081",300: Rise of an Empire,Noam Murro,,,102,2014,6.2,48
1081,"1,082",Deep Impact,Mimi Leder,,,120,1998,6.2,40
1082,"1,083",Austin Powers in Goldmember,Jay Roach,,,94,2002,6.2,62
1083,"1,084",Cold Pursuit,Hans Petter Moland,,,119,2019,6.2,57
1084,"1,085",Dracula Untold,Gary Shore,,,92,2014,6.2,40
1085,"1,086",Total Recall,Len Wiseman,,,118,2012,6.2,43
1086,"1,087",Knowing,Alex Proyas,,,121,2009,6.2,41
1087,"1,088",Alien: Resurrection,Jean-Pierre Jeunet,,,109,1997,6.2,63
1088,"1,089",Dick Tracy,Warren Beatty,,,105,1990,6.2,68
1089,"1,090",RoboCop,José Padilha,,,117,2014,6.2,52
1090,"1,091",Transcendence,Wally Pfister,,,119,2014,6.2,42
1091,"1,092",Kung Pow: Enter the Fist,Steve Oedekerk,,,81,2002,6.2,14
1092,"1,093",Hitman,Xavier Gens,,,100,2007,6.2,35
1093,"1,094",Reign of Fire,Rob Bowman,,,101,2002,6.2,39
1094,"1,095",Kate,Cedric Nicolas-Troyan,,,106,2021,6.2,47
1095,"1,096",3 Days to Kill,McG,,,117,2014,6.2,40
1096,"1,097",The Cannonball Run,Hal Needham,,,95,1981,6.2,28
1097,"1,098",Inferno,Ron Howard,,,121,2016,6.2,42
1098,"1,099",47 Ronin,Carl Rinsch,,,128,2013,6.2,28
1099,"1,100",Small Soldiers,Joe Dante,,,110,1998,6.2,
1100,"1,101",Spenser Confidential,Peter Berg,,,111,2020,6.2,49
1101,"1,102",Maze Runner: The Death Cure,Wes Ball,,,143,2018,6.2,50
1102,"1,103",In the Shadow of the Moon,Jim Mickle,,,115,2019,6.2,48
1103,"1,104",American Assassin,Michael Cuesta,,,111,2017,6.2,45
1104,"1,105",Walking Tall,Kevin Bray,,,86,2004,6.2,44
1105,"1,106",Rush Hour 3,Brett Ratner,,,91,2007,6.2,44
1106,"1,107",Time Trap,Mark Dennis,Ben Foster,,87,2017,6.2,46
1107,"1,108",The Divergent Series: Insurgent,Robert Schwentke,,,119,2015,6.2,42
1108,"1,109",Eraser,Chuck Russell,,,115,1996,6.2,56
1109,"1,110",The Losers,Sylvain White,,,97,2010,6.2,44
1110,"1,111",Parker,Taylor Hackford,,,118,2013,6.2,42
1111,"1,112",Deliver Us from Evil,Scott Derrickson,,,118,2014,6.2,40
1112,"1,113",Keanu,Peter Atencio,,,100,2016,6.2,63
1113,"1,114",The Devil's Own,Alan J. Pakula,,,111,1997,6.2,53
1114,"1,115",Zathura: A Space Adventure,Jon Favreau,,,101,2005,6.2,67
1115,"1,116",Jack Ryan: Shadow Recruit,Kenneth Branagh,,,105,2014,6.2,57
1116,"1,117",Tower Heist,Brett Ratner,,,104,2011,6.2,59
1117,"1,118",Taken 2,Olivier Megaton,,,92,2012,6.2,45
1118,"1,119",Blown Away,Stephen Hopkins,,,121,1994,6.2,
1119,"1,120",Copshop,Joe Carnahan,,,107,2021,6.2,61
1120,"1,121",The Brothers Grimsby,Louis Leterrier,,,83,2016,6.2,44
1121,"1,122",Takers,John Luessenhop,,,107,2010,6.2,45
1122,"1,123",The Wall,Doug Liman,,,88,2017,6.2,57
1123,"1,124",Hard Target,John Woo,,,97,1993,6.2,63
1124,"1,125",TMNT,Kevin Munroe,,,87,2007,6.2,41
1125,"1,126",Moonraker,Lewis Gilbert,,,126,1979,6.2,66
1126,"1,127",The Toxic Avenger,Michael Herz,Lloyd Kaufman,,82,1984,6.2,42
1127,"1,128",Feast,John Gulager,,,95,2005,6.2,43
1128,"1,129",Death Race 2000,Paul Bartel,,,80,1975,6.2,58
1129,"1,130",Shanghai Knights,David Dobkin,,,114,2003,6.2,58
1130,"1,131",Johnny English,Peter Howitt,,,87,2003,6.2,51
1131,"1,132",Rogue,Greg McLean,,,99,2007,6.2,
1132,"1,133",Resident Evil: Extinction,Russell Mulcahy,,,94,2007,6.2,41
1133,"1,134",Rising Sun,Philip Kaufman,,,129,1993,6.2,56
1134,"1,135",Redemption,Steven Knight,,,100,2013,6.2,43
1135,"1,136",Next,Lee Tamahori,,,96,2007,6.2,42
1136,"1,137",Lionheart,Sheldon Lettich,,,108,1990,6.2,41
1137,"1,138",Captain Underpants: The First Epic Movie,David Soren,,,89,2017,6.2,69
1138,"1,139",The Outsider,Martin Zandvliet,,,120,2018,6.2,30
1139,"1,140",Johnny English Strikes Again,David Kerr,,,89,2018,6.2,39
1140,"1,141",War,Philip G. Atwell,,,103,2007,6.2,36
1141,"1,142",The Silencing,Robin Pront,,,93,2020,6.2,
1142,"1,143",Outlander,Howard McCain,,,115,2008,6.2,40
1143,"1,144",Stuber,Michael Dowse,,,93,2019,6.2,42
1144,"1,145",Destroyer,Karyn Kusama,,,121,2018,6.2,62
1145,"1,146",The Saint,Phillip Noyce,,,116,1997,6.2,50
1146,"1,147",Astro Boy,David Bowers,,,94,2009,6.2,53
1147,"1,148",Pokémon: The First Movie - Mewtwo Strikes Back,Kunihiko Yuyama,,,96,1998,6.2,35
1148,"1,149",The Boondock Saints II: All Saints Day,Troy Duffy,,,118,2009,6.2,24
1149,"1,150",The Eagle,Kevin Macdonald,,,114,2011,6.2,55
1150,"1,151",Loaded Weapon 1,Gene Quintano,,,84,1993,6.2,30
1151,"1,152",Last Knights,Kazuaki Kiriya,,,115,2015,6.2,27
1152,"1,153",Money Talks,Brett Ratner,,,97,1997,6.2,
1153,"1,154",A Lonely Place to Die,Julian Gilbey,,,99,2011,6.2,
1154,"1,155",Mr. Nice Guy,Sammo Kam-Bo Hung,,,88,1997,6.2,
1155,"1,156",After the Sunset,Brett Ratner,,,97,2004,6.2,38
1156,"1,157",The Warrior's Way,Sngmoo Lee,,,100,2010,6.2,45
1157,"1,158",Ong Bak 2,Tony Jaa,Panna Rittikrai,,98,2008,6.2,47
1158,"1,159",The Legend of Tomiris,Akan Satayev,,,156,2019,6.2,
1159,"1,160",Dabangg,Abhinav Kashyap,,,126,2010,6.2,
1160,"1,161",Ant-Man and the Wasp: Quantumania,Peyton Reed,,,124,2023,6.1,48
1161,"1,162",Mortal Kombat,Simon McQuoid,,,110,2021,6.1,44
1162,"1,163",The Lost City,Aaron Nee,Adam Nee,,112,2022,6.1,60
1163,"1,164",Justice League,Zack Snyder,,,120,2017,6.1,45
1164,"1,165",San Andreas,Brad Peyton,,,114,2015,6.1,43
1165,"1,166",Ambulance,Michael Bay,,,136,2022,6.1,55
1166,"1,167",Mission: Impossible II,John Woo,,,123,2000,6.1,59
1167,"1,168",The Expendables 3,Patrick Hughes,,,126,2014,6.1,35
1168,"1,169",6 Underground,Michael Bay,,,128,2019,6.1,41
1169,"1,170",Jack Reacher: Never Go Back,Edward Zwick,,,118,2016,6.1,47
1170,"1,171",Birds of Prey,Cathy Yan,,,109,2020,6.1,60
1171,"1,172",Lou,Anna Foerster,,,107,2022,6.1,51
1172,"1,173",Code 8,Jeff Chan,,,98,2019,6.1,48
1173,"1,174",Jurassic World: Fallen Kingdom,J.A. Bayona,,,128,2018,6.1,51
1174,"1,175",Day Shift,J.J. Perry,,,113,2022,6.1,51
1175,"1,176",Mortal Engines,Christian Rivers,,,128,2018,6.1,44
1176,"1,177",Lightyear,Angus MacLane,,,105,2022,6.1,60
1177,"1,178",Rambo: Last Blood,Adrian Grunberg,,,89,2019,6.1,26
1178,"1,179",Blood Red Sky,Peter Thorwarth,,,121,2021,6.1,43
1179,"1,180",The Sorcerer's Apprentice,Jon Turteltaub,,,109,2010,6.1,46
1180,"1,181",Superman Returns,Bryan Singer,,,154,2006,6.1,72
1181,"1,182",Hitman's Wife's Bodyguard,Patrick Hughes,,,100,2021,6.1,32
1182,"1,183",Days of Thunder,Tony Scott,,,107,1990,6.1,60
1183,"1,184",Rampage,Brad Peyton,,,107,2018,6.1,45
1184,"1,185",Snow White and the Huntsman,Rupert Sanders,,,127,2012,6.1,57
1185,"1,186",Gunpowder Milkshake,Navot Papushado,,,114,2021,6.1,47
1186,"1,187",Mile 22,Peter Berg,,,94,2018,6.1,38
1187,"1,188",The Girl in the Spider's Web,Fede Alvarez,,,115,2018,6.1,43
1188,"1,189",Speed Racer,Lana Wachowski,Lilly Wachowski,,135,2008,6.1,37
1189,"1,190",I Am Number Four,D.J. Caruso,,,111,2011,6.1,36
1190,"1,191",Die Another Day,Lee Tamahori,,,133,2002,6.1,56
1191,"1,192",Crawl,Alexandre Aja,,,87,2019,6.1,60
1192,"1,193",Jumper,Doug Liman,,,88,2008,6.1,35
1193,"1,194",Lifeforce,Tobe Hooper,,,101,1985,6.1,50
1194,"1,195",Dora and the Lost City of Gold,James Bobin,,,102,2019,6.1,63
1195,"1,196",Resident Evil: Apocalypse,Alexander Witt,,,94,2004,6.1,35
1196,"1,197",Never Say Never Again,Irvin Kershner,,,134,1983,6.1,68
1197,"1,198",Broken Arrow,John Woo,,,108,1996,6.1,61
1198,"1,199",Universal Soldier,Roland Emmerich,,,102,1992,6.1,35
1199,"1,200",Hansel & Gretel: Witch Hunters,Tommy Wirkola,,,88,2013,6.1,23
1200,"1,201",The Huntsman: Winter's War,Cedric Nicolas-Troyan,,,114,2016,6.1,35
1201,"1,202",The Protégé,Martin Campbell,,,109,2021,6.1,48
1202,"1,203",Blitz,Elliott Lester,,,97,2011,6.1,
1203,"1,204",Push,Paul McGuigan,,,111,2009,6.1,36
1204,"1,205",Mystery Men,Kinka Usher,,,121,1999,6.1,65
1205,"1,206",Vampires,John Carpenter,,,108,1998,6.1,42
1206,"1,207",Krull,Peter Yates,,,121,1983,6.1,45
1207,"1,208",The Postman,Kevin Costner,,,177,1997,6.1,29
1208,"1,209",Mercury Rising,Harold Becker,,,111,1998,6.1,37
1209,"1,210",Deep Rising,Stephen Sommers,,,106,1998,6.1,
1210,"1,211",The Karate Kid Part II,John G. Avildsen,,,113,1986,6.1,55
1211,"1,212",The Sentinel,Clark Johnson,,,108,2006,6.1,49
1212,"1,213",Red Heat,Walter Hill,,,104,1988,6.1,61
1213,"1,214",Crank: High Voltage,Mark Neveldine,Brian Taylor,,96,2009,6.1,41
1214,"1,215",Windtalkers,John Woo,,,134,2002,6.1,51
1215,"1,216",Hit and Run,David Palmer,Dax Shepard,,100,2012,6.1,50
1216,"1,217",2.0,S. Shankar,,,148,2018,6.1,
1217,"1,218",Sphere,Barry Levinson,,,134,1998,6.1,35
1218,"1,219",Romeo Must Die,Andrzej Bartkowiak,,,115,2000,6.1,52
1219,"1,220",Ride Along,Tim Story,,,99,2014,6.1,41
1220,"1,221",American Ultra,Nima Nourizadeh,,,96,2015,6.1,50
1221,"1,222",The Collection,Marcus Dunstan,,,82,2012,6.1,38
1222,"1,223",The Jewel of the Nile,Lewis Teague,,,106,1985,6.1,53
1223,"1,224",Big Stan,Rob Schneider,,,105,2007,6.1,
1224,"1,225",Sky Captain and the World of Tomorrow,Kerry Conran,,,106,2004,6.1,64
1225,"1,226",Hotel Artemis,Drew Pearce,,,94,2018,6.1,58
1226,"1,227",Heist,Scott Mann,,,93,2015,6.1,37
1227,"1,228",Solomon Kane,M.J. Bassett,,,104,2009,6.1,48
1228,"1,229",Red State,Kevin Smith,,,88,2011,6.1,50
1229,"1,230",Broken City,Allen Hughes,,,109,2013,6.1,49
1230,"1,231",The Promise,Terry George,,,133,2016,6.1,49
1231,"1,232",30 Minutes or Less,Ruben Fleischer,,,83,2011,6.1,49
1232,"1,233",Flight of the Phoenix,John Moore,,,113,2004,6.1,47
1233,"1,234",Point of No Return,John Badham,,,109,1993,6.1,53
1234,"1,235",Hobo with a Shotgun,Jason Eisener,,,86,2011,6.1,55
1235,"1,236",Ironclad,Jonathan English,,,121,2011,6.1,42
1236,"1,237",Conquest of the Planet of the Apes,J. Lee Thompson,,,88,1972,6.1,49
1237,"1,238",Undisputed,Walter Hill,,,94,2002,6.1,58
1238,"1,239","Tomorrow, When the War Began",Stuart Beattie,,,104,2010,6.1,54
1239,"1,240",Gringo,Nash Edgerton,,,111,2018,6.1,46
1240,"1,241",The Replacement Killers,Antoine Fuqua,,,87,1998,6.1,42
1241,"1,242",Murder at 1600,Dwight H. Little,,,107,1997,6.1,47
1242,"1,243",Welcome to the Punch,Eran Creevy,,,99,2013,6.1,49
1243,"1,244",The Lovebirds,Michael Showalter,,,86,2020,6.1,59
1244,"1,245",Seeking Justice,Roger Donaldson,,,105,2011,6.1,38
1245,"1,246",15 Minutes,John Herzfeld,,,120,2001,6.1,34
1246,"1,247",Antitrust,Peter Howitt,,,108,2001,6.1,31
1247,"1,248",Chennai Express,Rohit Shetty,,,141,2013,6.1,45
1248,"1,249",Thunivu,H. Vinoth,,,145,2023,6.1,
1249,"1,250",Sooryavanshi,Rohit Shetty,,,145,2021,6.1,
1250,"1,251",Shazam! Fury of the Gods,David F. Sandberg,,,130,2023,6.0,47
1251,"1,252",The Fast and the Furious: Tokyo Drift,Justin Lin,,,104,2006,6.0,45
1252,"1,253",Don't Breathe 2,Rodo Sayagues,,,98,2021,6.0,46
1253,"1,254",Murder Mystery,Kyle Newacheck,,,97,2019,6.0,38
1254,"1,255",Van Helsing,Stephen Sommers,,,131,2004,6.0,35
1255,"1,256",Godzilla: King of the Monsters,Michael Dougherty,,,132,2019,6.0,48
1256,"1,257",Immortals,Tarsem Singh,,,110,2011,6.0,46
1257,"1,258",Sucker Punch,Zack Snyder,,,110,2011,6.0,33
1258,"1,259",S.W.A.T.,Clark Johnson,,,117,2003,6.0,45
1259,"1,260",Hercules,Brett Ratner,,,98,2014,6.0,47
1260,"1,261",Exodus: Gods and Kings,Ridley Scott,,,150,2014,6.0,52
1261,"1,262",Those Who Wish Me Dead,Taylor Sheridan,,,100,2021,6.0,59
1262,"1,263",The Tourist,Florian Henckel von Donnersmarck,,,103,2010,6.0,37
1263,"1,264",Dante's Peak,Roger Donaldson,,,108,1997,6.0,43
1264,"1,265",The Time Machine,Simon Wells,,,96,2002,6.0,42
1265,"1,266",Unhinged,Derrick Borte,,,90,2020,6.0,40
1266,"1,267",Miami Vice,Michael Mann,,,132,2006,6.0,66
1267,"1,268",G.I. Jane,Ridley Scott,,,125,1997,6.0,62
1268,"1,269",Project Power,Henry Joost,Ariel Schulman,,113,2020,6.0,51
1269,"1,270",Taken 3,Olivier Megaton,,,108,2014,6.0,26
1270,"1,271",CHIPS,Dax Shepard,,,100,2017,6.0,28
1271,"1,272",Sahara,Breck Eisner,,,124,2005,6.0,41
1272,"1,273",Beneath the Planet of the Apes,Ted Post,,,95,1970,6.0,46
1273,"1,274",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,,,88,1991,6.0,45
1274,"1,275",Cowboys & Aliens,Jon Favreau,,,119,2011,6.0,50
1275,"1,276",Above the Law,Andrew Davis,,,99,1988,6.0,45
1276,"1,277",Honest Thief,Mark Williams,,,99,2020,6.0,46
1277,"1,278",The Net,Irwin Winkler,,,114,1995,6.0,51
1278,"1,279",Captive State,Rupert Wyatt,,,109,2019,6.0,54
1279,"1,280",The Purge: Election Year,James DeMonaco,,,108,2016,6.0,55
1280,"1,281",Transporter 3,Olivier Megaton,,,104,2008,6.0,51
1281,"1,282",The Lego Ninjago Movie,Charlie Bean,Paul Fisher,Bob Logan,101,2017,6.0,55
1282,"1,283",Shaft,John Singleton,,,99,2000,6.0,50
1283,"1,284",The Shadow,Russell Mulcahy,,,108,1994,6.0,50
1284,"1,285",The Spy Who Dumped Me,Susanna Fogel,,,117,2018,6.0,52
1285,"1,286",First Knight,Jerry Zucker,,,134,1995,6.0,57
1286,"1,287",A Man Apart,F. Gary Gray,,,109,2003,6.0,36
1287,"1,288",Valhalla Rising,Nicolas Winding Refn,,,93,2009,6.0,61
1288,"1,289",Soldier,Paul W.S. Anderson,,,99,1998,6.0,
1289,"1,290",The Hunted,William Friedkin,,,94,2003,6.0,40
1290,"1,291",Jimmy Neutron: Boy Genius,John A. Davis,,,82,2001,6.0,65
1291,"1,292",Erased,Philipp Stölzl,,,100,2012,6.0,34
1292,"1,293",The Peacemaker,Mimi Leder,,,124,1997,6.0,43
1293,"1,294",Varisu,Vamshi Paidipally,,,169,2023,6.0,
1294,"1,295",Firestarter,Mark L. Lester,,,114,1984,6.0,50
1295,"1,296",Lockout,James Mather,Steve Saint Leger,,95,2012,6.0,48
1296,"1,297",Carriers,David Pastor,Àlex Pastor,,84,2009,6.0,
1297,"1,298",Automata,Gabe Ibáñez,,,109,2014,6.0,37
1298,"1,299",Bird on a Wire,John Badham,,,110,1990,6.0,36
1299,"1,300",The Code,Mimi Leder,,,104,2009,6.0,
1300,"1,301",Wrongfully Accused,Pat Proft,,,87,1998,6.0,
1301,"1,302",The Big Hit,Kirk Wong,,,91,1998,6.0,31
1302,"1,303",The Condemned,Scott Wiper,,,113,2007,6.0,23
1303,"1,304",Man of Tai Chi,Keanu Reeves,,,105,2013,6.0,52
1304,"1,305",The Machine,Caradog W. James,,,91,2013,6.0,52
1305,"1,306",K-9,Rod Daniel,,,101,1989,6.0,44
1306,"1,307",The Tournament,Scott Mann,,,95,2009,6.0,
1307,"1,308",Kick,Sajid Nadiadwala,,,146,2014,6.0,
1308,"1,309",2 Fast 2 Furious,John Singleton,,,107,2003,5.9,38
1309,"1,310",Suicide Squad,David Ayer,,,123,2016,5.9,40
1310,"1,311",The Great Wall,Yimou Zhang,,,103,2016,5.9,42
1311,"1,312",Venom: Let There Be Carnage,Andy Serkis,,,97,2021,5.9,49
1312,"1,313",Transformers: Revenge of the Fallen,Michael Bay,,,149,2009,5.9,35
1313,"1,314",Conan the Destroyer,Richard Fleischer,,,103,1984,5.9,53
1314,"1,315",Deep Blue Sea,Renny Harlin,,,105,1999,5.9,54
1315,"1,316",Underwater,William Eubank,,,95,2020,5.9,48
1316,"1,317",The Brothers Grimm,Terry Gilliam,,,118,2005,5.9,51
1317,"1,318",Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,,,112,2016,5.9,40
1318,"1,319",Jurassic Park III,Joe Johnston,,,92,2001,5.9,42
1319,"1,320",Punisher: War Zone,Lexi Alexander,,,103,2008,5.9,30
1320,"1,321",Power Rangers,Dean Israelite,,,124,2017,5.9,44
1321,"1,322",Pathaan,Siddharth Anand,,,146,2023,5.9,47
1322,"1,323",The Last Witch Hunter,Breck Eisner,,,106,2015,5.9,34
1323,"1,324",Into the Blue,John Stockwell,,,110,2005,5.9,45
1324,"1,325",London Has Fallen,Babak Najafi,,,99,2016,5.9,28
1325,"1,326",The Wandering Earth,Frant Gwo,,,125,2019,5.9,57
1326,"1,327",Six Days Seven Nights,Ivan Reitman,,,102,1998,5.9,51
1327,"1,328",Iron Sky,Timo Vuorensola,,,93,2012,5.9,
1328,"1,329",Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,,,105,2012,5.9,42
1329,"1,330",The 6th Day,Roger Spottiswoode,,,123,2000,5.9,49
1330,"1,331",The Black Hole,Gary Nelson,,,98,1979,5.9,52
1331,"1,332",The Rookie,Clint Eastwood,,,120,1990,5.9,41
1332,"1,333",Vertical Limit,Martin Campbell,,,124,2000,5.9,48
1333,"1,334",Doomsday,Neil Marshall,,,105,2008,5.9,51
1334,"1,335",Passenger 57,Kevin Hooks,,,84,1992,5.9,50
1335,"1,336",Keeping Up with the Joneses,Greg Mottola,,,105,2016,5.9,34
1336,"1,337",Star Wars: The Clone Wars,Dave Filoni,,,98,2008,5.9,35
1337,"1,338",Sanctum,Alister Grierson,,,108,2011,5.9,42
1338,"1,339",The Legend of Zorro,Martin Campbell,,,129,2005,5.9,47
1339,"1,340",Domino,Tony Scott,,,127,2005,5.9,36
1340,"1,341",Firefox,Clint Eastwood,,,136,1982,5.9,44
1341,"1,342",Braven,Lin Oeding,,,94,2018,5.9,61
1342,"1,343",The One,James Wong,,,87,2001,5.9,25
1343,"1,344",Daylight,Rob Cohen,,,114,1996,5.9,47
1344,"1,345",The Golden Child,Michael Ritchie,,,94,1986,5.9,37
1345,"1,346",Red Tails,Anthony Hemingway,,,125,2012,5.9,46
1346,"1,347",The Fan,Tony Scott,,,116,1996,5.9,32
1347,"1,348",Timecop,Peter Hyams,,,99,1994,5.9,48
1348,"1,349",Fatman,Eshom Nelms,Ian Nelms,,100,2020,5.9,40
1349,"1,350",Undercover Brother,Malcolm D. Lee,,,86,2002,5.9,69
1350,"1,351",Gone,Heitor Dhalia,,,94,2012,5.9,36
1351,"1,352",Kidnap,Luis Prieto,,,95,2017,5.9,44
1352,"1,353",Another 48 Hrs.,Walter Hill,,,95,1990,5.9,23
1353,"1,354",3000 Miles to Graceland,Demian Lichtenstein,,,125,2001,5.9,21
1354,"1,355",Ride Along 2,Tim Story,,,102,2016,5.9,32
1355,"1,356",Fortress,Stuart Gordon,,,95,1992,5.9,48
1356,"1,357",Hard Rain,Mikael Salomon,,,97,1998,5.9,36
1357,"1,358",Men at Work,Emilio Estevez,,,98,1990,5.9,34
1358,"1,359",The Double,Michael Brandt,,,98,2011,5.9,37
1359,"1,360",Tiger Lives,Mehmet Tutkun,Ali Abbas Zafar,Musa Muhammed Olayinka,161,2017,5.9,
1360,"1,361",Ghosted,Dexter Fletcher,,,116,2023,5.8,34
1361,"1,362",Mulan,Niki Caro,,,115,2020,5.8,66
1362,"1,363",The School for Good and Evil,Paul Feig,,,147,2022,5.8,30
1363,"1,364",Oldboy,Spike Lee,,,104,2013,5.8,49
1364,"1,365",Teenage Mutant Ninja Turtles,Jonathan Liebesman,,,101,2014,5.8,31
1365,"1,366",Army of the Dead,Zack Snyder,,,148,2021,5.8,57
1366,"1,367",Battleship,Peter Berg,,,131,2012,5.8,41
1367,"1,368",Noah,Darren Aronofsky,,,138,2014,5.8,68
1368,"1,369",2012,Roland Emmerich,,,158,2009,5.8,49
1369,"1,370",Clash of the Titans,Louis Leterrier,,,106,2010,5.8,39
1370,"1,371",Mortal Kombat,Paul W.S. Anderson,,,101,1995,5.8,60
1371,"1,372",Species,Roger Donaldson,,,108,1995,5.8,49
1372,"1,373",The Man from Toronto,Patrick Hughes,,,110,2022,5.8,34
1373,"1,374",The League of Extraordinary Gentlemen,Stephen Norrington,,,110,2003,5.8,30
1374,"1,375",xXx,Rob Cohen,,,124,2002,5.8,48
