,MovieName,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,GrossCollection,Popularity,Certification
1331,The Rookie,Clint Eastwood,Charlie Sheen,Raul Julia,28312,Action,Crime,Drama,21.63M,"4,848",R
1332,Vertical Limit,Scott Glenn,Chris O'Donnell,Bill Paxton,63343,Action,Adventure,Drama,69.24M,"4,880",PG-13
1333,Doomsday,Rhona Mitra,Bob Hoskins,Alexander Siddig,78572,Action,Sci-Fi,Thriller,10.96M,"4,984",R
1334,Passenger 57,Wesley Snipes,Bruce Payne,Tom Sizemore,49438,Action,Crime,Thriller,44.07M,,R
1335,Keeping Up with the Joneses,Zach Galifianakis,Isla Fisher,Jon Hamm,65136,Action,Comedy,,14.90M,,PG-13
1336,Star Wars: The Clone Wars,Matt Lanter,Nika Futterman,Tom Kane,69277,Animation,Action,Adventure,35.16M,,PG
1337,Sanctum,Rhys Wakefield,Allison Cratchley,Christopher James Baker,56458,Action,Adventure,Drama,23.07M,,R
1338,The Legend of Zorro,Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell,104863,Action,Adventure,Romance,46.46M,,PG
1339,Domino,Keira Knightley,Mickey Rourke,Edgar Ramírez,68378,Action,Biography,Crime,10.17M,,R
1340,Firefox,Clint Eastwood,Freddie Jones,David Huffman,28392,Action,Adventure,Thriller,46.71M,,PG
1341,Braven,Jason Momoa,Garret Dillahunt,Jill Wagner,40830,Action,Thriller,,,,R
1342,The One,Jet Li,Carla Gugino,Delroy Lindo,94042,Action,Sci-Fi,Thriller,43.91M,,PG-13
1343,Daylight,Sylvester Stallone,Amy Brenneman,Viggo Mortensen,74785,Action,Adventure,Drama,33.02M,,PG-13
1344,The Golden Child,Eddie Murphy,J.L. Reate,Charles Dance,57703,Action,Adventure,Comedy,79.82M,,PG-13
1345,Red Tails,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,36357,Action,Drama,History,49.88M,,PG-13
1346,The Fan,Robert De Niro,Wesley Snipes,Ellen Barkin,49994,Action,Drama,Sport,18.57M,,R
1347,Timecop,Jean-Claude Van Damme,Mia Sara,Ron Silver,61582,Action,Crime,Sci-Fi,44.85M,,R
1348,Fatman,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,27835,Action,Adventure,Comedy,,,R
1349,Undercover Brother,Eddie Griffin,Denise Richards,Aunjanue Ellis-Taylor,35638,Action,Comedy,,38.23M,,PG-13
1350,Gone,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,45291,Action,Adventure,Mystery,11.65M,,PG-13
1351,Kidnap,Halle Berry,Sage Correa,Chris McGinn,38137,Action,Crime,Thriller,30.72M,,R
1352,Another 48 Hrs.,Eddie Murphy,Nick Nolte,Brion James,43130,Action,Comedy,Crime,80.82M,,R
1353,3000 Miles to Graceland,Kurt Russell,Kevin Costner,Courteney Cox,47789,Action,Comedy,Crime,15.74M,,R
1354,Ride Along 2,Ice Cube,Kevin Hart,Tika Sumpter,61005,Action,Comedy,Crime,91.22M,,PG-13
1355,Fortress,Christopher Lambert,Loryn Locklin,Kurtwood Smith,29649,Action,Crime,Sci-Fi,6.74M,,R
1356,Hard Rain,Morgan Freeman,Christian Slater,Randy Quaid,36396,Action,Crime,Drama,19.82M,,R
1357,Men at Work,Charlie Sheen,Emilio Estevez,Leslie Hope,25677,Action,Comedy,Crime,16.25M,,PG-13
1358,The Double,Richard Gere,Topher Grace,Martin Sheen,31028,Action,Crime,Drama,,,PG-13
1359,Tiger Lives,Salman Khan,Katrina Kaif,Anupriya Goenka,31051,Action,Adventure,Thriller,5.56M,,Not Rated
1360,Ghosted,Chris Evans,Ana de Armas,Adrien Brody,42341,Action,Adventure,Comedy,,61,PG-13
1361,Mulan,Liu Yifei,Donnie Yen,Gong Li,153033,Action,Adventure,Drama,,517,PG-13
1362,The School for Good and Evil,Kit Young,Sophia Anne Caruso,Cate Blanchett,31626,Action,Comedy,Drama,,714,PG-13
1363,Oldboy,Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,78370,Action,Drama,Mystery,2.19M,965,R
1364,Teenage Mutant Ninja Turtles,Megan Fox,Will Arnett,William Fichtner,214729,Action,Adventure,Comedy,191.20M,"1,135",PG-13
1365,Army of the Dead,Dave Bautista,Ella Purnell,Ana de la Reguera,178619,Action,Crime,Drama,1.00M,"1,239",R
1366,Battleship,Alexander Skarsgård,Brooklyn Decker,Liam Neeson,252435,Action,Adventure,Sci-Fi,65.42M,"1,254",PG-13
1367,Noah,Russell Crowe,Jennifer Connelly,Anthony Hopkins,260822,Action,Adventure,Drama,101.20M,"1,302",PG-13
1368,2012,John Cusack,Thandiwe Newton,Chiwetel Ejiofor,386478,Action,Adventure,Sci-Fi,166.11M,"1,451",PG-13
1369,Clash of the Titans,Sam Worthington,Liam Neeson,Ralph Fiennes,287245,Action,Adventure,Fantasy,163.21M,"1,600",PG-13
1370,Mortal Kombat,Christopher Lambert,Robin Shou,Linden Ashby,121147,Action,Adventure,Fantasy,70.45M,"1,631",PG-13
1371,Species,Natasha Henstridge,Michael Madsen,Ben Kingsley,82437,Action,Horror,Sci-Fi,60.07M,"1,776",R
1372,The Man from Toronto,Kevin Hart,Woody Harrelson,Jasmine Mathews,53926,Action,Adventure,Comedy,,"1,798",PG-13
1373,The League of Extraordinary Gentlemen,Sean Connery,Stuart Townsend,Peta Wilson,179820,Action,Adventure,Fantasy,66.47M,"1,811",PG-13
1374,xXx,Vin Diesel,Asia Argento,Marton Csokas,183099,Action,Adventure,Thriller,142.11M,"2,014",PG-13
1375,End of Days,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,113510,Action,Fantasy,Horror,66.89M,"2,312",R
1376,Cobra,Sylvester Stallone,Brigitte Nielsen,Reni Santoni,76560,Action,Crime,Thriller,49.04M,"2,467",R
1377,Troll,Ine Marie Wilmann,Kim Falck,Mads Sjøgård Pettersen,44760,Action,Adventure,Drama,,"2,500",TV-14
1378,Blade: Trinity,Wesley Snipes,Kris Kristofferson,Parker Posey,182748,Action,Horror,Sci-Fi,52.41M,"2,519",R
1379,Hollow Man,Kevin Bacon,Elisabeth Shue,Josh Brolin,134541,Action,Horror,Sci-Fi,73.21M,"2,640",R
1380,Journey to the Center of the Earth,Brendan Fraser,Josh Hutcherson,Aníta Briem,127080,Action,Adventure,Family,101.70M,"2,797",PG
1381,Over the Top,Sylvester Stallone,Robert Loggia,Susan Blakely,56856,Action,Drama,Sport,16.06M,"2,894",PG
1382,RoboCop 2,Peter Weller,Nancy Allen,Belinda Bauer,89196,Action,Crime,Sci-Fi,45.68M,"3,026",R
1383,Without Remorse,Michael B. Jordan,Jodie Turner-Smith,Jamie Bell,61175,Action,Thriller,War,,"3,081",R
1384,Haywire,Gina Carano,Ewan McGregor,Michael Fassbender,88433,Action,Drama,Thriller,18.94M,"3,136",R
1385,Lake Placid,Bridget Fonda,Bill Pullman,Oliver Platt,63353,Action,Comedy,Horror,31.77M,"3,235",R
1386,The Mortal Instruments: City of Bones,Lily Collins,Jamie Campbell Bower,Robert Sheehan,136412,Action,Adventure,Fantasy,31.17M,"3,471",PG-13
1387,Pride and Prejudice and Zombies,Lily James,Sam Riley,Jack Huston,58430,Action,Comedy,Fantasy,10.91M,"3,596",PG-13
1388,Extinction,Michael Peña,Lizzy Caplan,Amelia Crouch,55161,Action,Drama,Sci-Fi,,"3,600",TV-MA
1389,Wild Hogs,Tim Allen,Martin Lawrence,John Travolta,120952,Action,Adventure,Comedy,168.27M,"3,655",PG-13
1390,Rambo III,Sylvester Stallone,Richard Crenna,Marc de Jonge,135601,Action,Adventure,Thriller,53.72M,"3,771",R
1391,Morgan,Kate Mara,Anya Taylor-Joy,Rose Leslie,44866,Action,Horror,Sci-Fi,3.91M,"3,965",R
1392,The Host,Saoirse Ronan,Max Irons,Jake Abel,116856,Action,Adventure,Drama,26.63M,"4,160",PG-13
1393,Straw Dogs,James Marsden,Kate Bosworth,Alexander Skarsgård,35171,Action,Drama,Thriller,10.32M,"4,388",R
1394,1941,John Belushi,Dan Aykroyd,Treat Williams,35045,Action,Comedy,War,31.76M,"4,509",PG
1395,Resident Evil: Afterlife,Milla Jovovich,Ali Larter,Wentworth Miller,175282,Action,Horror,Sci-Fi,60.13M,"4,827",R
1396,Skyscraper,Dwayne Johnson,Neve Campbell,Chin Han,126876,Action,Adventure,Thriller,68.42M,"4,835",PG-13
1397,Into the Storm,Richard Armitage,Sarah Wayne Callies,Matt Walsh,70096,Action,Adventure,Drama,47.60M,,PG-13
1398,Around the World in 80 Days,Jackie Chan,Steve Coogan,Jim Broadbent,92301,Action,Adventure,Comedy,24.01M,,PG
1399,The Green Hornet,Seth Rogen,Jay Chou,Christoph Waltz,162602,Action,Comedy,Crime,98.78M,,PG-13
1400,Hard to Kill,Steven Seagal,Kelly LeBrock,William Sadler,31297,Action,Crime,Drama,47.41M,,R
1401,The Gunman,Sean Penn,Idris Elba,Jasmine Trinca,42359,Action,Adventure,Crime,10.64M,,R
1402,Striking Distance,Bruce Willis,Sarah Jessica Parker,Dennis Farina,44328,Action,Crime,Mystery,23.80M,,R
1403,Cirque du Freak: The Vampire's Assistant,Chris Massoglia,John C. Reilly,Salma Hayek,47267,Action,Adventure,Fantasy,14.05M,,PG-13
1404,Reindeer Games,Ben Affleck,Gary Sinise,Charlize Theron,41242,Action,Adventure,Crime,23.36M,,R
1405,Air America,Mel Gibson,Robert Downey Jr.,Nancy Travis,29636,Action,Comedy,War,31.05M,,R
1406,Sudden Death,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry,35859,Action,Crime,Thriller,20.35M,,R
1407,Bulletproof,Damon Wayans,Adam Sandler,James Caan,39269,Action,Comedy,Crime,21.16M,,R
1408,Cradle 2 the Grave,Jet Li,DMX,Mark Dacascos,45825,Action,Crime,Drama,34.71M,,R
1409,Firewall,Harrison Ford,Virginia Madsen,Paul Bettany,58728,Action,Crime,Thriller,48.75M,,PG-13
1410,Taxi 3,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,44241,Action,Comedy,Crime,0.50M,,Not Rated
1411,Samrat Prithviraj,Akshay Kumar,Sanjay Dutt,Ashutosh Rana,53157,Action,Drama,History,,,UA
1412,Murder Mystery 2,Adam Sandler,Jennifer Aniston,Mark Strong,53500,Action,Comedy,Crime,,365,PG-13
1413,The Matrix Resurrections,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,261596,Action,Sci-Fi,,,519,R
1414,Strange World,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,40370,Animation,Action,Adventure,,838,PG
1415,Memory,Liam Neeson,Guy Pearce,Taj Atwal,30450,Action,Crime,Thriller,,992,R
1416,Chaos Walking,Tom Holland,Daisy Ridley,Demián Bichir,52763,Action,Adventure,Fantasy,13.29M,"1,006",PG-13
1417,The Three Musketeers,Logan Lerman,Matthew Macfadyen,Ray Stevenson,109930,Action,Adventure,Fantasy,20.38M,"1,266",PG-13
1418,Escape Room: Tournament of Champions,Taylor Russell,Logan Miller,Deborah Ann Woll,52087,Action,Adventure,Horror,25.19M,"1,281",PG-13
1419,Mechanic: Resurrection,Jason Statham,Jessica Alba,Tommy Lee Jones,88661,Action,Adventure,Crime,21.22M,"1,480",R
1420,Planet of the Apes,Mark Wahlberg,Helena Bonham Carter,Tim Roth,223716,Action,Adventure,Sci-Fi,180.01M,"1,576",PG-13
1421,X-Men: Dark Phoenix,James McAvoy,Michael Fassbender,Jennifer Lawrence,194747,Action,Adventure,Sci-Fi,65.85M,"1,607",PG-13
1422,G.I. Joe: The Rise of Cobra,Dennis Quaid,Channing Tatum,Marlon Wayans,212009,Action,Adventure,Sci-Fi,152.27M,"1,608",PG-13
1423,Fantastic Four,Ioan Gruffudd,Michael Chiklis,Chris Evans,336207,Action,Adventure,Fantasy,154.70M,"1,638",PG-13
1424,Bloodshot,Vin Diesel,Eiza González,Sam Heughan,81262,Action,Adventure,Sci-Fi,12.56M,"1,671",PG-13
1425,G.I. Joe: Retaliation,Dwayne Johnson,Channing Tatum,Adrianne Palicki,184549,Action,Adventure,Sci-Fi,122.52M,"1,681",PG-13
1426,Samaritan,Sylvester Stallone,Javon 'Wanna' Walton,Pilou Asbæk,50448,Action,Drama,Fantasy,,"1,726",PG-13
1427,Freddy vs. Jason,Robert Englund,Ken Kirzinger,Kelly Rowland,122945,Action,Horror,,82.62M,"2,119",R
1428,Underworld: Blood Wars,Kate Beckinsale,Theo James,Tobias Menzies,78437,Action,Adventure,Fantasy,30.35M,"2,307",R
1429,Lara Croft: Tomb Raider,Angelina Jolie,Jon Voight,Iain Glen,213903,Action,Adventure,Fantasy,131.14M,"2,730",PG-13
1430,Buffy the Vampire Slayer,Kristy Swanson,Donald Sutherland,Paul Reubens,47006,Action,Comedy,Fantasy,16.62M,"2,750",PG-13
1431,Journey 2: The Mysterious Island,Josh Hutcherson,Dwayne Johnson,Michael Caine,108034,Action,Adventure,Comedy,103.86M,"2,784",PG
1432,Crocodile Dundee II,Paul Hogan,Linda Kozlowski,John Meillon,59180,Action,Adventure,Comedy,109.31M,"2,887",PG
1433,Allegiant,Shailene Woodley,Theo James,Jeff Daniels,127680,Action,Adventure,Mystery,66.18M,"2,911",PG-13
1434,Pan,Levi Miller,Hugh Jackman,Garrett Hedlund,65916,Action,Adventure,Comedy,35.09M,"3,089",PG
1435,Hitman: Agent 47,Rupert Friend,Hannah Ware,Zachary Quinto,93351,Action,Crime,Thriller,22.47M,"3,241",R
1436,Only God Forgives,Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,115140,Action,Crime,Drama,0.78M,"3,260",R
1437,Fool's Gold,Matthew McConaughey,Kate Hudson,Donald Sutherland,82126,Action,Adventure,Comedy,70.23M,"3,421",PG-13
1438,The Do-Over,Adam Sandler,David Spade,Paula Patton,48963,Action,Adventure,Comedy,,"4,100",TV-MA
1439,Poseidon,Richard Dreyfuss,Kurt Russell,Emmy Rossum,107394,Action,Adventure,Thriller,60.67M,"4,105",PG-13
1440,Wrath of the Titans,Sam Worthington,Liam Neeson,Rosamund Pike,192289,Action,Adventure,Fantasy,83.67M,"4,134",PG-13
1441,Cooties,Elijah Wood,Rainn Wilson,Alison Pill,27241,Action,Comedy,Horror,0.06M,"4,156",R
1442,Escape from L.A.,Kurt Russell,Steve Buscemi,Stacy Keach,77648,Action,Adventure,Sci-Fi,25.48M,"4,628",R
1443,The Darkest Minds,Amandla Stenberg,Mandy Moore,Bradley Whitford,34013,Action,Adventure,Drama,12.70M,"4,672",PG-13
1444,Gamer,Gerard Butler,Michael C. Hall,Ludacris,137389,Action,Sci-Fi,Thriller,20.49M,"4,714",R
1445,Ben-Hur,Jack Huston,Toby Kebbell,Rodrigo Santoro,45416,Action,Drama,Romance,26.41M,"4,748",PG-13
1446,Priest,Paul Bettany,Cam Gigandet,Maggie Q,121906,Action,Fantasy,Horror,29.14M,"4,869",PG-13
1447,Gemini Man,Will Smith,Mary Elizabeth Winstead,Clive Owen,116825,Action,Sci-Fi,Thriller,48.55M,,PG-13
1448,Cutthroat Island,Geena Davis,Matthew Modine,Frank Langella,29361,Action,Adventure,Comedy,10.02M,,PG-13
1449,Battle Los Angeles,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,182615,Action,Adventure,Sci-Fi,83.55M,,PG-13
1450,The Marksman,Katheryn Winnick,Liam Neeson,Teresa Ruiz,40194,Action,Drama,Thriller,,,PG-13
1451,Race to Witch Mountain,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,61423,Action,Adventure,Family,67.17M,,PG
1452,Sabotage,Arnold Schwarzenegger,Sam Worthington,Terrence Howard,64910,Action,Crime,Drama,10.51M,,R
1453,Mighty Joe Young,Bill Paxton,Charlize Theron,Rade Serbedzija,29983,Action,Adventure,Family,50.63M,,PG
1454,Beckett,John David Washington,Boyd Holbrook,Vicky Krieps,27295,Action,Crime,Drama,,,TV-MA
1455,Bullet to the Head,Sylvester Stallone,Jason Momoa,Christian Slater,51171,Action,Crime,Thriller,9.48M,,R
1456,Hudson Hawk,Bruce Willis,Danny Aiello,Andie MacDowell,58224,Action,Adventure,Comedy,17.22M,,R
1457,Drillbit Taylor,Owen Wilson,Josh Peck,Alex Frost,61456,Action,Comedy,Crime,32.85M,,PG-13
1458,Red Planet,Val Kilmer,Carrie-Anne Moss,Tom Sizemore,59063,Action,Sci-Fi,Thriller,18.00M,,PG-13
1459,Close,Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi,25957,Action,Drama,Thriller,,,TV-MA
1460,Nowhere to Run,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,25266,Action,Drama,Romance,22.19M,,R
1461,Money Train,Wesley Snipes,Woody Harrelson,Jennifer Lopez,42133,Action,Comedy,Crime,35.32M,,R
1462,Bandidas,Penélope Cruz,Salma Hayek,Steve Zahn,36385,Action,Comedy,Crime,,,PG-13
1463,The Art of War,Wesley Snipes,Donald Sutherland,Maury Chaykin,30429,Action,Adventure,Crime,30.21M,,R
1464,Armored,Columbus Short,Matt Dillon,Laurence Fishburne,31341,Action,Crime,Thriller,15.99M,,PG-13
1465,The Mother,Jennifer Lopez,Lucy Paez,Omari Hardwick,33257,Action,Thriller,,,29,R
1466,Jurassic World: Dominion,Chris Pratt,Bryce Dallas Howard,Laura Dern,184548,Action,Adventure,Sci-Fi,376.85M,257,PG-13
1467,The Meg,Jason Statham,Bingbing Li,Rainn Wilson,180865,Action,Horror,Sci-Fi,143.01M,294,PG-13
1468,Transformers: Age of Extinction,Mark Wahlberg,Nicola Peltz Beckham,Jack Reynor,321610,Action,Adventure,Sci-Fi,245.44M,614,PG-13
1469,Pixels,Adam Sandler,Kevin James,Michelle Monaghan,150796,Action,Comedy,Fantasy,78.75M,692,PG-13
1470,Beast,Liyabuya Gongo,Martin Munro,Daniel Hadebe,34370,Action,Adventure,Drama,31.85M,"1,221",R
1471,Last Seen Alive,Gerard Butler,Jaimie Alexander,Russell Hornsby,25580,Action,Mystery,Thriller,,"1,511",R
1472,Charlie's Angels,Cameron Diaz,Drew Barrymore,Lucy Liu,191381,Action,Adventure,Comedy,125.31M,"1,701",PG-13
1473,Men in Black: International,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,139703,Action,Adventure,Comedy,80.00M,"1,887",PG-13
1474,Hulk,Eric Bana,Jennifer Connelly,Sam Elliott,272851,Action,Sci-Fi,,132.18M,"1,994",PG-13
1475,Alexander,Colin Farrell,Anthony Hopkins,Rosario Dawson,172978,Action,Biography,Drama,34.30M,"2,207",R
1476,Spy Kids,Alexa PenaVega,Daryl Sabara,Antonio Banderas,121918,Action,Adventure,Comedy,112.72M,"2,218",PG
1477,Fantastic Four: Rise of the Silver Surfer,Ioan Gruffudd,Jessica Alba,Chris Evans,271304,Action,Adventure,Fantasy,131.92M,"2,263",PG
1478,Judge Dredd,Sylvester Stallone,Armand Assante,Rob Schneider,121365,Action,Crime,Sci-Fi,34.69M,"2,308",R
1479,The 355,Jessica Chastain,Penélope Cruz,Bingbing Fan,33147,Action,Thriller,,,"2,335",PG-13
1480,You Don't Mess with the Zohan,Adam Sandler,John Turturro,Emmanuelle Chriqui,207782,Action,Comedy,,100.02M,"2,458",PG-13
1481,The Dark Tower,Idris Elba,Matthew McConaughey,Tom Taylor,142054,Action,Adventure,Fantasy,50.70M,"2,490",PG-13
1482,The Pacifier,Vin Diesel,Brittany Snow,Max Thieriot,97699,Action,Comedy,Drama,113.09M,"2,494",PG
1483,Assassin's Creed,Michael Fassbender,Marion Cotillard,Jeremy Irons,203253,Action,Adventure,Sci-Fi,54.65M,"2,757",PG-13
1484,Alien vs. Predator,Sanaa Lathan,Lance Henriksen,Raoul Bova,205808,Action,Adventure,Horror,80.28M,"3,108",PG-13
1485,Pacific Rim: Uprising,John Boyega,Scott Eastwood,Cailee Spaeny,121439,Action,Adventure,Fantasy,59.87M,"3,148",PG-13
1486,The Specialist,Sylvester Stallone,Sharon Stone,James Woods,67950,Action,Drama,Thriller,57.36M,"3,465",R
1487,R.I.P.D.,Ryan Reynolds,Jeff Bridges,Mary-Louise Parker,139790,Action,Adventure,Comedy,33.62M,"3,483",PG-13
1488,Johnny Mnemonic,Keanu Reeves,Dolph Lundgren,Dina Meyer,74008,Action,Drama,Sci-Fi,19.08M,"4,028",R
1489,Wild Card,Jason Statham,Michael Angarano,Dominik Garcia,57840,Action,Crime,Drama,0.00M,"4,095",R
1490,Machete Kills,Danny Trejo,Alexa PenaVega,Mel Gibson,80709,Action,Crime,Thriller,8.01M,"4,391",R
1491,Jay and Silent Bob Reboot,Joey Lauren Adams,Ben Affleck,Fred Armisen,27174,Action,Adventure,Comedy,,"4,392",R
1492,Timeline,Paul Walker,Gerard Butler,Billy Connolly,64557,Action,Adventure,Sci-Fi,19.48M,"4,493",PG-13
1493,Jolt,Kate Beckinsale,Jai Courtney,Stanley Tucci,33249,Action,Comedy,Crime,,"4,580",R
1494,The Ice Road,Liam Neeson,Marcus Thomas,Laurence Fishburne,43996,Action,Adventure,Thriller,,"4,872",PG-13
1495,Brahmastra Part One: Shiva,Amitabh Bachchan,Ranbir Kapoor,Alia Bhatt,108642,Action,Adventure,Fantasy,,"4,911",M
1496,Raw Deal,Arnold Schwarzenegger,Kathryn Harrold,Sam Wanamaker,35978,Action,Crime,Thriller,16.21M,,R
1497,Double Impact,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,42347,Action,Crime,,30.10M,,R
1498,Hold the Dark,Jeffrey Wright,Alexander Skarsgård,James Badge Dale,38940,Action,Crime,Drama,,,TV-MA
1499,Chain Reaction,Keanu Reeves,Morgan Freeman,Rachel Weisz,54107,Action,Drama,Sci-Fi,21.23M,,PG-13
1500,National Security,Martin Lawrence,Steve Zahn,Colm Feore,52520,Action,Comedy,Crime,36.38M,,PG-13
1501,MacGruber,Will Forte,Kristen Wiig,Val Kilmer,46412,Action,Comedy,,8.46M,,R
1502,Brick Mansions,Paul Walker,David Belle,RZA,43282,Action,Crime,Thriller,20.40M,,PG-13
1503,The Skulls,Joshua Jackson,Paul Walker,Hill Harper,33025,Action,Crime,Drama,35.05M,,PG-13
1504,The Pink Panther 2,Steve Martin,Jean Reno,Emily Mortimer,46715,Action,Adventure,Comedy,35.92M,,PG
1505,The Contract,John Cusack,Morgan Freeman,Jamie Anderson,25568,Action,Crime,Drama,,,R
1506,Survivor,Milla Jovovich,Pierce Brosnan,Dylan McDermott,34700,Action,Crime,Thriller,,,PG-13
1507,The Quest,Jean-Claude Van Damme,Roger Moore,James Remar,27063,Action,Adventure,Drama,21.60M,,PG-13
1508,Exit Wounds,Steven Seagal,DMX,Isaiah Washington,36208,Action,Crime,Thriller,51.76M,,R
1509,Fire with Fire,Josh Duhamel,Bruce Willis,Rosario Dawson,27097,Action,Thriller,,,,R
1510,Bad Company,Anthony Hopkins,Chris Rock,Matthew Marsh,49033,Action,Comedy,Thriller,30.16M,,PG-13
1511,12 Rounds,John Cena,Ashley Scott,Aidan Gillen,29720,Action,Crime,Thriller,12.23M,,PG-13
1512,Sleepless,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,33421,Action,Thriller,,20.78M,,R
1513,Metro,Eddie Murphy,Michael Rapaport,Kim Miyori,28342,Action,Comedy,Crime,31.99M,,R
1514,Bang Bang,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,25087,Action,Adventure,Comedy,2.55M,,Not Rated
1515,Once There Was a Tiger,Salman Khan,Katrina Kaif,Girish Karnad,36251,Action,Adventure,Romance,2.35M,,Not Rated
1516,Baywatch,Dwayne Johnson,Zac Efron,Alexandra Daddario,193786,Action,Comedy,Crime,58.06M,450,R
1517,Shotgun Wedding,Jennifer Lopez,Josh Duhamel,Lenny Kravitz,31548,Action,Comedy,Romance,,978,R
1518,Infinite,Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson,55559,Action,Sci-Fi,Thriller,,"1,366",PG-13
1519,Willy's Wonderland,Nicolas Cage,Emily Tosta,Beth Grant,33097,Action,Comedy,Horror,,"1,494",16+
1520,Spiderhead,Chris Hemsworth,Miles Teller,Jurnee Smollett,61886,Action,Crime,Drama,,"1,532",R
1521,The Core,Aaron Eckhart,Hilary Swank,Delroy Lindo,104345,Action,Adventure,Sci-Fi,31.19M,"1,801",PG-13
1522,George of the Jungle,Brendan Fraser,Leslie Mann,Thomas Haden Church,81718,Action,Adventure,Comedy,105.26M,"2,451",PG
1523,Green Lantern,Ryan Reynolds,Blake Lively,Peter Sarsgaard,290036,Action,Adventure,Sci-Fi,116.60M,"2,523",PG-13
1524,The Cloverfield Paradox,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,109024,Action,Adventure,Horror,,"2,574",PG-13
1525,The Scorpion King,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,142007,Action,Adventure,Fantasy,91.05M,"2,776",PG-13
1526,Sweet Girl,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,33540,Action,Drama,Thriller,,"3,197",R
1527,Snakes on a Plane,Samuel L. Jackson,Julianna Margulies,Nathan Phillips,142051,Action,Adventure,Crime,34.02M,"3,245",R
1528,Pompeii,Kit Harington,Emily Browning,Kiefer Sutherland,113687,Action,Adventure,Drama,23.22M,"3,404",PG-13
1529,Resident Evil: The Final Chapter,Milla Jovovich,Iain Glen,Ali Larter,97487,Action,Horror,Sci-Fi,26.83M,"3,863",R
1530,Virtuosity,Denzel Washington,Russell Crowe,Kelly Lynch,31236,Action,Crime,Sci-Fi,24.05M,"4,027",R
1531,Seventh Son,Ben Barnes,Julianne Moore,Jeff Bridges,79036,Action,Adventure,Fantasy,17.22M,"4,092",PG-13
1532,Your Highness,Danny McBride,Natalie Portman,James Franco,102913,Action,Adventure,Comedy,21.60M,"4,178",R
1533,Volcano,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,79099,Action,Drama,Sci-Fi,49.32M,"4,364",PG-13
1534,Mortdecai,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,74926,Action,Adventure,Comedy,7.61M,"4,511",R
1535,Eight Legged Freaks,David Arquette,Kari Wuhrer,Scott Terra,58794,Action,Adventure,Comedy,17.32M,"4,578",PG-13
1536,Lara Croft: Tomb Raider - The Cradle of Life,Angelina Jolie,Gerard Butler,Chris Barrie,141638,Action,Adventure,Fantasy,65.66M,"4,809",PG-13
1537,Peninsula,Gang Dong-won,Lee Jung-hyun,Re Lee,35137,Action,Horror,Thriller,1.23M,"4,954",Not Rated
1538,Star Trek V: The Final Frontier,William Shatner,Leonard Nimoy,DeForest Kelley,62186,Action,Adventure,Fantasy,52.21M,,PG
1539,Under Siege 2: Dark Territory,Steven Seagal,Eric Bogosian,Everett McGill,48509,Action,Adventure,Thriller,50.02M,,R
1540,Beverly Hills Cop III,Eddie Murphy,Jon Tenney,Joey Travolta,84301,Action,Comedy,Crime,42.61M,,R
1541,The Bounty Hunter,Jennifer Aniston,Gerard Butler,Gio Perez,131073,Action,Comedy,Romance,67.06M,,PG-13
1542,The Happytime Murders,Melissa McCarthy,Elizabeth Banks,Maya Rudolph,29408,Action,Comedy,Crime,20.71M,,R
1543,Collateral Damage,Arnold Schwarzenegger,John Leguizamo,Francesca Neri,76536,Action,Drama,Thriller,40.08M,,R
1544,Stolen,Nicolas Cage,Malin Akerman,Josh Lucas,45765,Action,Crime,Thriller,0.30M,,R
1545,Beverly Hills Ninja,Chris Farley,Nicollette Sheridan,Robin Shou,42762,Action,Comedy,,31.24M,,PG-13
1546,Babylon A.D.,Vin Diesel,Michelle Yeoh,Mélanie Thierry,97178,Action,Adventure,Sci-Fi,22.53M,,PG-13
1547,Cop Out,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,89317,Action,Comedy,Crime,44.88M,,R
